Time,Source,URI,"Found on URI","Found on level",Tags,Message
"2025-12-28 10:44:12.357228","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://flowerpowerabi.de/,https://flowerpowerabi.de/sitemap.xml,3,,"Forwarded to the search indexer. Was indexed successfully."
"2025-12-28 10:44:12.413689","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://flowerpowerabi.de/testseite-fuer-meilisearch,https://flowerpowerabi.de/sitemap.xml,3,,"Forwarded to the search indexer. Was indexed successfully."
